55	11113182	1111318	295	人(通信业)	人（通信業）	사람(통신업)	Berichterstatter
56	111131821	11113182	296	人(邮政业)	人（郵便業）	사람(우편업)	Postbeamte
57	111131822	11113182	297	人(电气通信业)	人（電気通信業）	사람(전기통신업)	Elektriker
58	1	0	1	事物	名詞	구체/추상	Ding
59	11	1	2	具体	具体	구체	Gegenständlichkeit
60	111	11	3	主体	主体	주체	Subjekt
61	1111	111	4	人	人	사람	Mensch, Person
62	11111	1111	5	人类	人間	인간	Mensch/Menschheit
63	111111	11111	6	人(人称)	人間〈人称〉	인칭	Person
64	1111111	111111	7	第一人称	自称	일인칭	Die erste Person
65	11111111	1111111	8	第一人称(单数)	自称（単数）	일인칭 단수	Die erste Person(Singular)
66	111111111	11111111	9	第一人称(单数/男性)	自称（単数／男）	일인칭 단수 남성	Die erste Person(Singular/männlich)
67	111111112	11111111	10	第一人称(单数/女性)	自称（単数／女）	일인칭 단수 여성	Die erste Person(Singular/weiblich)
68	11111112	1111111	11	第一人称(复数)	自称（複数）	일인칭 복수	Die erste Person(Plural)
69	111111121	11111112	12	第一人称(复数/男性)	自称（複数／男）	일인칭 복수 남성	Die erste Person(Plural/männlich)
70	111111122	11111112	13	第一人称(复数/女性)	自称（複数／女）	일인칭 복수 여성	Die erste Person(Plural/weiblich)
71	1111112	111111	14	第二人称	対称	이인칭	Die zweite Person
72	11111121	1111112	15	第二人称(单数)	対称（単数）	이인칭 단수	Die zweite Person(Singular)
73	111111211	11111121	16	第二人称(单数/男性)	対称（単数／男）	이인칭 단수 남성	Die zweite Person(Singular/männlich)
74	111111212	11111121	17	第二人称(单数/女性)	対称（単数／女）	이인칭 단수 여성	Die zweite Person(Singular/weiblich)
75	11111122	1111112	18	第二人称(复数)	対称（複数）	이인칭 복수	Die zweite Person(Plural)
76	111111221	11111122	19	第二人称(复数/男性)	対称（複数／男）	이인칭 복수 남성	Die zweite Person(Plural/männlich)
77	111111222	11111122	20	第二人称(复数/女性)	対称（複数／女）	이인칭 복수 여성	Die zweite Person(Plural/weiblich)
78	1111113	111111	21	第三人称	他称	삼인칭	Die dritte Person
79	11111131	1111113	22	第三人称(单数)	他称（単数）	삼인칭 단수	Die dritte Person(Singular)
80	111111311	11111131	23	第三人称(单数/男性)	他称（単数／男）	삼인칭 단수 남성	Die dritte Person(Singular/männlich)
81	111111312	11111131	24	第三人称(单数/女性)	他称（単数／女）	삼인칭 단수 여성	Die dritte Person(Singular/weiblich)
82	11111132	1111113	25	第三人称(复数)	他称（複数）	삼인칭 복수	Die dritte Person(Plural)
83	111111321	11111132	26	第三人称(复数/男性)	他称（複数／男）	삼인칭 복수 남성	Die dritte Person(Plural/männlich)
84	111111322	11111132	27	第三人称(复数/女性)	他称（複数／女）	삼인칭 복수 여성	Die dritte Person(Plural/weiblich)
85	1111114	111111	28	不定人称	不定称	부정칭	Infinitiv
86	11111141	1111114	29	不定人称(单数)	不定称（単数）	부정칭 단수	Infinitiv(Singular)
87	11111142	1111114	30	不定人称(复数)	不定称（複数）	부정칭 복수	Infinitiv(Plural)
88	1111115	111111	31	自他	自他	자타	Selbst und Andere
89	11111151	1111115	32	自己<自他>	自分	자신	Selbst
90	11111152	1111115	33	他人	他人	타인	Andere
91	11111153	1111115	34	各自	各自	각자	Jeder
92	1111116	111111	35	公私	公私	공사	Öffentliche und private Angelegenheit
93	11111161	1111116	36	公称	公	공	formale Anredeformen
94	11111162	1111116	37	俗称	私	사	informale Anredeformen
95	1111117	111111	38	词缀(人)	接辞（人間）	인칭 접사	Person-Affixe
96	11111171	1111117	39	词缀(人/单数)	接辞（人間／単数）	단수 인칭 접사	Person-Affixe(Singular)
97	111111711	11111171	40	词缀(男性/单数)	接辞（男／単数）	단수 남성 인칭 접사	Person-Affixe(Singular/männlich)
98	111111712	11111171	41	词缀(女性/单数)	接辞（女／単数）	단수 여성 인칭 접사	Person-Affixe(Singular/weiblich)
99	11111172	1111117	42	词缀(人/复数)	接辞（人間／複数）	복수 인칭 접사	Person-Affixe(Plural)
100	1111118	111111	43	尊称	敬称	존칭	Siezen
101	11111181	1111118	44	尊称(男性)	敬称（男）	남성 존칭	Siezen(männlich)
102	11111182	1111118	45	尊称(女性)	敬称（女）	여성 존칭	Siezen(weiblich)
103	111112	11111	46	人(生物学的特征)	人間〈生物学的特徴〉	인간<생물학적특징>	Geburt-Alter-Krankheit-Tod (menschliche biologische Merkmale)
104	1111121	111112	47	人<男女>	人間〈男女〉	인간<남녀>	Mensch(Mann/Frau)
105	11111211	1111121	48	男子	男	남자	Mann
106	11111212	1111121	49	女子	女	여자	Frau
107	1111122	111112	50	人<老弱>	人間〈老若〉	인간<연령>	Altersstufen (ältere und jungere Menschen)
108	11111221	1111122	51	孩子	幼児	유아	Kleinkind (젖먹이가 아니라 3-6세 아이)
109	111112211	11111221	52	男孩子	男児	남아	männliches Kind
110	111112212	11111221	53	女孩子	女児	여아	Weibliches Kind
111	11111222	1111122	54	少年/少女	少年・少女	소년/소녀	Jugendliche
112	111112221	11111222	55	少年	少年	소년	Junge
113	111112222	11111222	56	少女	少女	소녀	Mädchen
114	11111223	1111122	57	年轻人	若者	젊은이	Junge Leute
115	111112231	11111223	58	年轻人(男)	若者（男）	남자 젊은이	Junger Mann
116	111112232	11111223	59	年轻人(女)	若者（女）	여자 젊은이	Junge Frau
117	11111224	1111122	60	成人	成人	성인	Erwachsene
118	111112241	11111224	61	成人(男)	成人（男）	남자 성인	Männliche Erwachsene
119	111112242	11111224	62	成人(女)	成人（女）	여자 성인	Weibliche Erwachsene
120	11111225	1111122	63	老人	老人	노인	Alte Leute
121	111112251	11111225	64	老人(男)	老人（男）	남자 노인	Alter Mann
122	111112252	11111225	65	老人(女)	老人（女）	여자 노인	Alte Frau
123	1111123	111112	66	人(身体的状态)	人間〈身体的状況〉	인간<신체적상황>	Mensch(körperliche Beschaffenheit)
124	11111231	1111123	67	人<状态>	人間〈姿態〉	장애인	Behinderte
125	11111232	1111123	68	死伤者	傷病者	병상자	Patient
126	111112321	11111232	69	病人	病人	병자	Kranke
127	111112322	11111232	70	伤员	負傷者	부상자	Verletzte
128	11111233	1111123	71	死人	死人	사망자	Gestorbene, Tote
129	111113	11111	72	人(亲属关系)	人間〈親族関係〉	인간<친족관계>	Mensch(Verwandtschaft)
130	1111131	111113	73	家人	家族	가족	Familie
131	1111132	111113	74	夫妻	夫婦	부부	Ehepaar
132	11111321	1111132	75	丈夫	夫	남편	Ehemann
133	11111322	1111132	76	妻子	妻	부인<부인>	Ehefrau
134	1111133	111113	77	直系尊属	親・祖父母・先祖	부모/조부모/선조	Eltern/Großeltern/Vorfahren
135	11111331	1111133	78	父母	親	부모	Eltern
136	111113311	11111331	79	父亲	父	아버지	Vater
137	111113312	11111331	80	母亲	母	어머니	Mutter
138	11111332	1111133	81	祖父母	祖父母	조부모	Großeltern
139	111113321	11111332	82	祖父	祖父	할아버지	Großvater
140	111113322	11111332	83	祖母	祖母	할머니	Großmutter
141	11111333	1111133	84	祖先	先祖	선조	Vorfahren
142	1111134	111113	85	直系卑属	子・孫・子孫	후손	Nachkomme
143	11111341	1111134	86	孩子	子	자녀	Kinder
144	111113411	11111341	87	儿子	息子	아들	Sohn
145	111113412	11111341	88	女儿	娘	딸	Tochter
146	11111342	1111134	89	孙子	孫	손자/손녀	Enkelkinder
147	111113421	11111342	90	孙子(男)	孫（男）	손자	Enkelsohn
148	111113422	11111342	91	孙子(女)	孫（女）	손녀	Enkeltochter
149	11111343	1111134	92	子孙	子孫	자손	Nachkomme
150	1111135	111113	93	兄弟	兄弟	형제	Gebrüder, Geschwister
151	11111351	1111135	94	兄弟姐妹(长辈)	兄弟（年上）	연상 형제	ältere Geschwister
152	111113511	11111351	95	兄	兄	연상 남자 형제	älterer Bruder
153	1111135111	111113511	5012			형	älterer Bruder
154	1111135112	111113511	5013			오빠	älterer Bruder
155	111113512	11111351	96	姐	姉	연상 여자 형제	ältere Schwester
156	1111135121	111113512	5014			누나	ältere Schwester
157	1111135122	111113512	5015			언니	ältere Schwester
158	11111352	1111135	97	兄弟姐妹(下辈)	兄弟（年下）	연하 형제	jüngerer Bruder
159	111113521	11111352	98	弟	弟	남동생	jüngerer Bruder
160	111113522	11111352	99	妹妹	妹	여동생	jüngere Schwester
161	1111136	111113	100	亲戚	親戚	친척	Verwandte
162	11111361	1111136	101	叔父母	おじ・おば	백부모/숙부모	Vaters älterer Bruder und seine Frau / Vaters jüngerer Bruder und seine Frau
163	111113611	11111361	102	叔父	おじ	백부모	Vaters älterer Bruder und seine Frau
164	1111136111	111113611	5016			백부	älterer Bruder des Vaters
165	1111136112	111113611	5017			백모	Frau des älteren Bruders des Vaters
166	111113612	11111361	103	叔母	おば	숙부모	Vaters jüngerer Bruder und seine Frau
167	1111136121	111113612	5018			숙부	jüngerer Bruder des Vaters
168	1111136122	111113612	5019			숙모	Frau des jüngeren Bruders des Vaters
169	11111362	1111136	104	侄子/侄女	おい・めい	조카	Neffe/Nichte
170	111113621	11111362	105	侄子	おい	남자 조카	Neffe
171	111113622	11111362	106	侄女	めい	여자 조카	Nichte
172	11111363	1111136	107	堂兄弟/堂姐妹/表兄弟/表姐妹	いとこ	사촌	Cousin, Vetter/Cousine
173	111113631	11111363	108	堂兄弟/表兄弟	いとこ（男）	남자 사촌	Cousin, Vetter
174	111113632	11111363	109	堂姐妹/表姐妹	いとこ（女）	여자 사촌	Cousine
175	11111364	1111136	110	亲戚(其他)	親戚（その他）	기타 친척	andere Verwandte
176	111114	11111	111	人(对人关系)	人間〈対人関係〉	인간<대인관계>	Mensch(Freundschaft)
177	1111141	111114	112	人(交际关系)	人間〈交際関係〉	인간<교제관계>	Mensch(Beziehung)
178	11111411	1111141	113	同事/成员/对方 等	仲間・成員・相手等	동료/일원/방외인/상대	Kollege / Mitglied / Spielverderber / Partner
179	111114111	11111411	114	同事/成员	仲間・成員	동료/일원	Kollege / Mitglied
180	1111141111	111114111	115	同事	仲間	동료	Kollege, Mitarbeiter, Kommilitone, Kamerad, Kumpel
181	11111411111	1111141111	116	同志	同士	동지	Genosse, Mitglied, Kamerad
182	11111411112	1111141111	117	信徒	信徒	신도	Gläubige
183	11111411113	1111141111	118	同行	連れ	동반자	Gefährte, Begleiter
184	1111141112	111114111	119	成员	成員	일원	Mitglied
185	111114112	11111411	120	妨害者	のけ者・じゃま者	방외인	Spielverderber
186	111114113	11111411	121	对方	愛称等	상대	Partner, Gegner
187	1111141131	111114113	122	同伴	パートナー	파트너	Partner, Mitarbeiter
188	1111141132	111114113	123	敌/己方	敵・味方	적/우리편	Feind / Freund
189	11111412	1111141	124	朋友/熟人	友・なじみ	친구/지인	Freund / Bekannte
190	111114121	11111412	125	朋友	友人	친구	Freund, Kamerad, Kumpel, Kommilitone
191	111114122	11111412	126	熟人	知人	지인	Bekannte
192	111114123	11111412	127	情人	恋人	연인	Geliebte
193	1111141231	111114123	128	情人(男子)	恋人（男）	남자 연인	Geliebter
194	1111141232	111114123	129	情人(女子)	恋人（女）	여자 연인	Geliebte
195	11111413	1111141	130	主客	主客	주객	Gastgeber und Gast
196	111114131	11111413	131	主人<主客>	主	주인<주객>	Gastgeber
197	1111141311	111114131	132	主人(男子)	主（男）	남자 주인	Gastgeber
198	1111141312	111114131	133	主人(女子)	主（女）	여자 주인	Gastgeberin
199	111114132	11111413	134	客人	客	손님	Gast
200	1111141321	111114132	135	来访的客人	客人	방문객	Besucher
201	1111141322	111114132	136	顾客	顧客	고객	Kunde
202	1111142	111114	137	人(相对地位)	人間〈相対的地位〉	인간<상하관계>	Mensch(hierarchische Relation)
203	11111421	1111142	138	师生	師弟	사제	Lehrer und Schüler
204	111114211	11111421	139	老师	師匠	스승	Lehrer
205	111114212	11111421	140	门生	弟子	제자	Schüler
206	11111422	1111142	141	年长者/晚辈	目上・目下	윗사람/아랫사람	ältere und jüngere Menschen
207	111114221	11111422	142	年长者	目上	윗사람	ältere Menschen
208	111114222	11111422	143	晚辈	目下	아랫사람	jüngere Menschen
209	11111423	1111142	144	前辈/后辈	先輩・後輩	선후배	Vorgänger und Nachfolger (besonders im schulischen, universitären und beruflichen Bereich)
210	111114231	11111423	145	前辈	先輩	선배	Vorgänger
211	111114232	11111423	146	后辈	後輩	후배	Nachfolger
212	11111424	1111142	147	主从	主・従	주종	Herr und Diener
213	111114241	11111424	148	主人<主从>	主人	주인<주종>	Herr
214	111114242	11111424	149	仆人<主从>	従者	종자<주종>	Diener
215	111115	11111	150	人(社会集团)	人間〈社会集団〉	인간<사회집단>	Mensch(Gemeinschaft)
216	1111151	111115	151	民族/人种	民族・人種	민족/인종	Volk / Menschenrasse
217	11111511	1111151	152	民族	民族	민족	Volk
218	11111512	1111151	153	人种	人種	인종	Menschenrasse
219	1111152	111115	154	国民	国民	국민	Bürger
220	11111521	1111152	155	内国人	邦人	내국인	Inländer
221	11111522	1111152	156	外国人	外人	외국인	Ausländer
222	1111153	111115	157	人<居住情况>	人間〈居住状況〉	인간<거주상황>	Mensch(Wohnsitz)
223	11111531	1111153	158	居民	住民	주민	Bürger
224	11111532	1111153	159	移民/流民	移民・流民	이민/유민	Emigrant, Landstreicher
225	11111533	1111153	160	旅行者	旅人	여행자	Tourist
226	1111154	111115	161	人<社会阶级>	人間〈社会階層〉	인간<사회계층>	Mensch(Gesellschaftliche Schicht)
227	11111541	1111154	162	君臣	君臣	군신	Fürst und Untertan, Herrscher und Volk
228	111115411	11111541	163	君主	君主	군주	Herr, Fürst, Herrscher
229	111115412	11111541	164	诸侯	諸侯	제후	Fürsten
230	111115413	11111541	165	臣子	臣下	신하	Untertan
231	11111542	1111154	166	统治者/民众	治者・民衆	통치자/민중	Herrscher/Volk
232	111115421	11111542	167	统治者	治者	통치자	Herrscher
233	111115422	11111542	168	民众	民衆	민중	Volk
234	11111543	1111154	169	人<身份>	人間〈身分〉	인간<신분>	Mensch(Stand)
235	111115431	11111543	170	贵人	貴人	귀인	Adel, Adlige
236	111115432	11111543	171	武士	武士	무인	Krieger
237	111115433	11111543	172	平民	平民	평민	Bürger
238	111115434	11111543	173	贱民	下人	천민	Menschen niedersten sozialen Standes
239	11111544	1111154	174	人<劳资>	人間〈労資〉	인간<노자>	Mensch(Arbeiter und Unternehmer)
240	111115441	11111544	175	资本家	資本家	자본가	Kapitalist
241	111115442	11111544	176	劳动家	労働者	노동자	Arbeiter, Arbeitnehmer
242	11111545	1111154	177	人<贫富>	人間〈貧富〉	인간<빈부>	Mensch(Armut und Reichtum)
243	111115451	11111545	178	富人	富者	부자	Reiche
244	111115452	11111545	179	贫民	貧者	빈자	Arme
245	111116	11111	180	人(能力/气质)	人間〈能力・性向〉	인간<능력/성향>	Mensch(Fähigkeit/Eigenschaft)
246	1111161	111116	181	人<能力>	人間〈能力〉	인간<능력>	Mensch(Fähigkeit)
247	11111611	1111161	182	伟人/凡人	偉人・凡人	위인/범인	Held/Alltagsmensch
248	111116111	11111611	183	伟人	偉人	위인	Held
249	111116112	11111611	184	凡人<人<气质>>	凡人	범인	Alltagsmensch
250	11111612	1111161	185	创始人/追随者	創始者・追随者	창시자/추종자	Erfinder, Urheber / Anhänger
251	111116121	11111612	186	创始人	創始者	창시자	Erfinder, Urheber
252	111116122	11111612	187	追随者	追随者	추종자	Anhänger
253	111116131	11111613	189	贤人	賢者	현자	Weise
254	111116132	11111613	190	愚人	愚者	우자	Dumme
255	11111614	1111161	191	巧手/初步者	名人・初心者	명인/초보자	Meister / Anfänger
256	111116141	11111614	192	巧手	名人	명인	Meister
257	111116142	11111614	193	初步者	初心者	초보자	Anfänger
258	11111615	1111161	194	勇士/胆小鬼	勇者・弱虫	용사/겁쟁이	Held, Tapferer / Feigling
259	111116151	11111615	195	勇士	勇者	용사	Held, Tapferer
260	111116152	11111615	196	胆小鬼	弱虫	겁쟁이	Feigling
261	1111162	111116	197	人<气质>	人間〈性向〉	인간<성향>	Mensch(Eigenschaft)
262	11111621	1111162	198	勤勉的人/懒惰的人	働き者・怠け者	근면가/게으름뱅이	Fleißiger / Faulenzer
263	111116211	11111621	199	勤勉的人	働き者	근면가	Fleißiger
264	111116212	11111621	200	懒惰的人	怠け者	게으름뱅이	Faulenzer, Faulpelz, Müssiggänger
265	11111622	1111162	201	奇人/一般人	偏人・常人	편인/보통사람	verhafter Mensch / Alltagsmensch
266	111116221	11111622	202	奇人	偏人	편인	verhafter Mensch, Sonderling
267	1111162211	111116221	203	有嗜好的人	趣味人	취미가	Hobbyist
268	11111622111	1111162211	204	爱好者	愛好者	애호가	Liebhaber
269	11111622112	1111162211	205	美食家	食通等	식도락가	Feinschmecker, Gourmet
270	11111622113	1111162211	206	好色徒	好色家	호색가	Lüstling, Casanova
271	1111162212	111116221	207	另一种	変り者	별종	auffälliger Mensch
272	11111622121	1111162212	208	怪人	奇人	기인	Sonderling
273	11111622122	1111162212	209	主义者	主義者	주의자	Ideologe
274	11111622123	1111162212	210	狂人	狂人	광인	Verrückter, Irrsinniger
275	111116222	11111622	211	凡人<人<能力>>	常人	보통사람	Alltagsmensch
276	11111623	1111162	212	善人/恶人 等	善人・悪人等	선인/악인	der gute Mensch / der böse Mensch
277	111116231	11111623	213	善人	善人	선인	der gute Mensch
278	111116232	11111623	214	恶人 等	悪人等	악인	der böse Mensch
279	1111162321	111116232	215	恶人	悪人	악한	Schuft, Schurke, Gauner
280	1111162322	111116232	216	无赖汉	暴れ者	무뢰한	Halunke
281	1111162323	111116232	217	犯罪者	犯人	범죄자	Verbrecher
282	1111162324	111116232	218	囚人/俘虏	囚人・捕虜	죄수/포로	Sträfling
283	11112	1111	219	灵	準人間	준인간	Geist, Gespenst
284	111121	11112	220	神佛	神仏	신불	Götter und Buddhas
285	11111613	1111161	188	贤人/愚人	賢者・愚者	현자/우자	Weise / Dumme
286	111122	11112	221	灵魂	霊	영	Seele
287	111123	11112	222	妖魔鬼怪	魔物・化け物	요물/도깨비	Geister
288	11113	1111	223	人<职业/ 地位/ 作用>	人〈職業・地位・役割〉	사람<직업/지위/역할>	Mensch(Beruf/Position/Rolle)
289	111131	11113	224	人<职业>	人〈職業〉	사람<직업>	Mensch(Beruf)
290	1111311	111131	225	人(专门/技术的 职业)	人（専門的技術的職業）	사람(전문직)	Fachmann
291	11113111	1111311	226	人(专门技术职)	人（専門技術職）	사람(전문기술직)	Ingenieur / Techniker
292	111131111	11113111	227	人(专门技术职(医疗))	人（専門技術職（医療））	사람(의료)	Arzt
293	1111311111	111131111	228	医生	医師	의사	Arzt
294	1111311112	111131111	229	药剂师	薬剤師	약사	Pharmazeut
295	1111311113	111131111	230	护士	看護婦	간호사	Krankenschwester
296	111131112	11113111	231	人(专门技术职(技术))	人（専門技術職（技術））	사람(기술직)	Mensch(Techniker)
297	111131113	11113111	232	人(专门技术职(其他))	人（専門技術職（その他））	사람(기타 전문기술직)	Mensch(andere Fachleute)
298	1111311131	111131113	233	辩护士	弁護士	변호사	Anwalt
299	1111311132	111131113	234	带路人	ガイド	길잡이	Führer, Leiter
300	1111311133	111131113	235	顾问	コンサルタント等	컨설턴트/etc	Berater
301	11113112	1111311	236	教员/学生	教師・学生	교사/학생	Lehrer / Schüler
302	111131121	11113112	237	教员	教師	교사	Lehrer
303	111131122	11113112	238	学生	学生	학생	Schüler
304	11113113	1111311	239	学者	学者・研究者	학자	Gelehrte
305	11113114	1111311	240	艺术家	芸術家	예술가	Künstler
306	1111319	111131	298	人(保安职责)	人（保安職）	사람(보안직)	Sicherheitsbeauftragte
307	11113191	1111319	299	军人	軍人	군인	Soldat
308	11113192	1111319	300	公安人员	警官	경찰관	Polizist
309	11113193	1111319	301	消防队员	消防士	소방관	Feuerwehrmann
310	11113194	1111319	302	把守的	番人	파수꾼	Wächter, Aufseher
311	111131A	111131	303	人(服务职责)	人（サービス職）	사람(서비스직)	Dienstpersonal
312	111131A1	111131A	304	雇员	使用人	고용인	Arbeitgeber
313	111131A11	111131A1	305	雇员(男子)	使用人（男）	고용인(남자)	Arbeitgeber
314	111131A12	111131A1	306	雇员(女子)	使用人（女）	고용인(여자)	Arbeitgeberin
315	111131A2	111131A	307	接待员	人（接客業）	사람(접객)	Dienstpersonal
316	111131A21	111131A2	308	男服务员	ボーイ	웨이터	Kellner / Ober
317	111131A22	111131A2	309	女服务员	ウエートレス	웨이트리스	Kellnerin / Oberin
318	111131A23	111131A2	310	艺妓	芸者	기생	Geisha
319	111131B	111131	311	人(法外者/无法者)	人（フリー・アウトロー的職業）	사람(법외자)	Gesetzlose
320	111131B1	111131B	312	乞丐	乞食	거지	Bettler
321	111131B2	111131B	313	盗匪	賊	도적	Dieb, Räuber
322	111131B3	111131B	314	不良分子	やくざ	불량배	Gauner
323	111131B4	111131B	315	娼妓/男唱	娼婦・男娼	창녀/남창	Prostituierte, Hure / Prostituierte
324	111131B5	111131B	316	间谍	スパイ	스파이	Spion
325	111131B6	111131B	317	人(法外者/无法者(其他))	人（フリー・アウトロー的職業（その他））	사람(기타 법외자)	andere Gesetzlose
326	111132	11113	318	人<地位>	人〈地位〉	사람<지위>	Mensch(sozialer Status)
327	1111321	111132	319	王侯	王侯	왕후	Königin, Kaiserin
328	11113211	1111321	320	王	王	왕	König, Kaiser
329	11113212	1111321	321	贵族	貴族	귀족	Adel, Adlige
330	1111322	111132	322	阁员	閣僚	각료	Minister
331	1111323	111132	323	长<人(地位)>	長	장<사람<지위>>	Abteilungsleiter
332	1111324	111132	324	次长	次長	차장	Vizedirektor
333	1111325	111132	325	重责	重役	중역	Vorstand
334	1111326	111132	326	职员	職員	직원	Angestellte
335	1111327	111132	327	官兵	将卒	장병	Soldat
336	11113271	1111327	328	军官	将校	장교	Offizier / Leutnant
337	11113272	1111327	329	兵卒	兵卒	사병	Soldat
338	1111328	111132	330	运动员(阶级)	競技者（階級）	경기자(등급)	Spieler (Rang)
339	1111329	111132	331	称号	称号	호칭<사람<지위>>	Anrede
340	111132A	111132	332	人<地位(其他)>	人〈地位（その他）〉	사람<기타 지위>	Mensch (andere soziale Status)
341	111133	11113	333	人<作用>	人〈役割〉	사람<역할>	Mensch(Rolle)
342	1111331	111133	334	首脑	首脳	수뇌	Gremium
343	11113311	1111331	335	干部	幹部	간부	Vorstand
344	11113312	1111331	336	领导人	指導者	지도자	Führer
345	1111332	111133	337	负责人	担当者	담당자	Zuständige / Verantwortliche
346	11113321	1111332	338	办事员	係り	담당<담당자>	Zuständige / Verantwortliche
347	11113322	1111332	339	高级职员	役員	임원	Vorstandsmitglied
348	11113323	1111332	340	辅佐官	補佐	보좌관	Berater
349	1111333	111133	341	当事者	当事者	당사자	Betroffene
350	11113331	1111333	342	代办	代理	대리	Stellvertreter
351	11113332	1111333	343	原告/被告	原告・被告	원고/피고	Ankläger / Angeklagte
352	11113333	1111333	344	本人	本人	본인	Betreffende
353	1111334	111133	345	使者/侦探	使者・探偵	사절/탐정	Delegation / Detektiv
354	11113341	1111334	346	使者	使者	사절	Delegation
