115	8484	2	11	0	8	11111111	8	일인칭 단수	명사	个人	gèrén	ミ－,わたくし,わたし,私,われ,我,吾	나
116	28871	3	4	0	9	111111111	9	일인칭 단수 남성	명사	小僧人	xiǎosēngrén	拙僧	소승
117						111111112	10	일인칭 단수 여성					
118						11111112	11	일인칭 복수					
119						111111121	12	일인칭 복수 남성					
120						111111122	13	일인칭 복수 여성					
121						1111112	14	이인칭					
122						11111121	15	이인칭 단수					
123	500178	1	0	1	16	111111211	16	이인칭 단수 남성	대명사	他	tā		그
124	500179	1			17	111111212	17	이인칭 단수 여성		她	tā		그녀
125						11111122	18	이인칭 복수					
126	500180	1	0	1	19	111111221	19	이인칭 복수 남성	대명사	他们	tāmen		그들
127	500181	1			20	111111222	20	이인칭 복수 여성		她们	tāmen		그녀들
128						1111113	21	삼인칭					
129	21423	1	0	5	22	11111131	22	삼인칭 단수	명사	人	rén		사람
130	21435	4	0	5	22	11111131	22	삼인칭 단수	명사	人儿	rénr		사람
131	28780	2	0	2	22	11111131	22	삼인칭 단수	명사	小鬼	xiǎoguǐ		요놈
132	28781	2	0	2	22	11111131	22	삼인칭 단수	명사	小鬼头	xiǎoguǐtou		요놈
133	4725	1	1	1	23	111111311	23	삼인칭 단수 남성	명사	蛋	dàn	ヤツ,奴,やろう	놈
134	5949	1	1	2	23	111111311	23	삼인칭 단수 남성	명사	东西	dōngxi		자식
135	9064	4	1	1	23	111111311	23	삼인칭 단수 남성	명사	骨头	gǔtou	ヤツ,奴,やろう	놈
136	9573	2	1	1	23	111111311	23	삼인칭 단수 남성	명사	鬼子	guǐzi	ヤツ,奴,やろう	놈
137	11842	3	1	1	23	111111311	23	삼인칭 단수 남성	명사	混蛋	húndàn	ヤツ,奴,やろう	놈
138	12023	4	1	2	23	111111311	23	삼인칭 단수 남성	명사	货	huò		자식
139	12043	3	1	2	23	111111311	23	삼인칭 단수 남성	명사	货色	huòsè		자식
140	12645	2	1	1	23	111111311	23	삼인칭 단수 남성	명사	家伙	jiāhuo	ヤツ,奴,やろう	놈
141	12645	2	1	2	23	111111311	23	삼인칭 단수 남성	명사	家伙	jiāhuo		자식
142	26868	3	1	1	23	111111311	23	삼인칭 단수 남성	명사	玩艺	wányì	ヤツ,奴,やろう	놈
143	26868	3	1	2	23	111111311	23	삼인칭 단수 남성	명사	玩艺	wányì		자식
144	28799	3	1	1	23	111111311	23	삼인칭 단수 남성	명사	小家伙	xiǎojiāhuo	ヤツ,奴,やろう	놈
145	28799	3	1	2	23	111111311	23	삼인칭 단수 남성	명사	小家伙	xiǎojiāhuo		자식
146	28947	2	1	1	23	111111311	23	삼인칭 단수 남성	명사	小子	xiǎozi	ヤツ,奴,やろう	놈
147	29463	4	1	1	23	111111311	23	삼인칭 단수 남성	명사	行货	hánghuò	ヤツ,奴,やろう	놈
148	9546	3	0	2	24	111111312	24	삼인칭 단수 여성	명사	闺女	guīnü		딸자식
149						11111132	25	삼인칭 복수					
150						111111321	26	삼인칭 복수 남성					
151						111111322	27	삼인칭 복수 여성					
152						1111114	28	부정칭					
153						11111141	29	부정칭 단수					
154						11111142	30	부정칭 복수					
155						1111115	31	자타					
156						11111151	32	자신					
157	3436	2	4	1	33	11111152	33	타인	명사	出气筒	chūqìtǒng		(상대)
158	6337	1	0	0	33	11111152	33	타인	명사	对方	duìfāng		상대편
159	14337	3	0	0	33	11111152	33	타인	명사	局外人	júwàirén		제삼자
160	21423	1	1	0	33	11111152	33	타인	명사	人	rén		타인
161	26794	1	1	3	33	11111152	33	타인	명사	外人	wàirén		남
162	26794	2	1	1	33	11111152	33	타인	명사	外人	wàirén		남
163	26794	1	1	2	33	11111152	33	타인	명사	外人	wàirén		남
164	26794	2	2	1	33	11111152	33	타인	명사	外人	wàirén		외간
165	26794	2	1	1	33	11111152	33	타인	명사	外人	wàirén		외인
166	26794	2	0	0	33	11111152	33	타인	명사	外人	wàirén		제삼자
167	26794	2	1	0	33	11111152	33	타인	명사	外人	wàirén		타인
168	8488	2	0	0	34	11111153	34	각자	명사	个体	gètǐ	個人,個個人	개개인
169	21483	1	1	0	34	11111153	34	각자	명사	人人	rénrén	自,自自,めいめい,銘,銘銘,面,面面,各位,各員,各自	각자
170						1111116	35	공사					
171						11111161	36	공					
172	8484	1	3	0	37	11111162	37	사	명사	个人	gèrén	一己,一身,個人	개인
173	8488	2	3	0	37	11111162	37	사	명사	个体	gètǐ	一己,一身,個人	개인
174	24601	1	3	0	37	11111162	37	사	명사	私人	sīrén	一己,一身,個人	개인
175						1111117	38	인칭 접사					
176						11111171	39	단수 인칭 접사					
177						111111711	40	단수 남성 인칭 접사					
178						111111712	41	단수 여성 인칭 접사					
179						11111172	42	복수 인칭 접사					
180	1393	2	0	0	43	1111118	43	존칭	명사	陛下	bìxià		폐하
181	5711	2	1	1	43	1111118	43	존칭	명사	殿下	diànxià		전하
182	8462	3	5	0	44	11111181	44	남성 존칭	명사	阁下	géxià		각하
183	22782	2	18	2	44	11111181	44	남성 존칭	명사	绅士	shēnshì		신사
184	22782	2	18	1	44	11111181	44	남성 존칭	명사	绅士	shēnshì		신사
185	23513	2	18	1	44	11111181	44	남성 존칭	명사	士绅	shìshēn		신사
186	23513	2	18	2	44	11111181	44	남성 존칭	명사	士绅	shìshēn		신사
187	3515	1	0	1	45	11111182	45	여성 존칭	명사	处女	chǔnǚ		처녀
188	8824	4	1	0	45	11111182	45	여성 존칭	명사	宫室	gōngshì		아내
189	8950	1	0	1	45	11111182	45	여성 존칭	명사	姑娘	gūniang		처녀
190	9546	3	0	1	45	11111182	45	여성 존칭	명사	闺女	guīnü		처녀
191	12666	3	1	0	45	11111182	45	여성 존칭	명사	家室	jiāshì		아내
192	18049	4	1	1	45	11111182	45	여성 존칭	명사	蜜	mì	ミス	미스
193	19408	2	1	0	45	11111182	45	여성 존칭	명사	女人	nǚrén		아내
194	19415	2	4	0	45	11111182	45	여성 존칭	명사	女士	nǚshì		여사
195	20197	4	1	0	45	11111182	45	여성 존칭	명사	妻室	qīshì		아내
196	20199	1	1	0	45	11111182	45	여성 존칭	명사	妻子	qīzi		아내
197	23647	2	0	1	45	11111182	45	여성 존칭	명사	室女	shìnǚ		처녀
198	25203	1	1	0	45	11111182	45	여성 존칭	명사	太太	tàitai		아내
199	27962	3	1	0	45	11111182	45	여성 존칭	명사	媳妇儿	xífùr		아내
200	28579	4	1	0	45	11111182	45	여성 존칭	명사	乡里	xiānglǐ		아내
201	28809	1	1	1	45	11111182	45	여성 존칭	명사	小姐	xiǎojie	ミス	미스
202	32351	2	1	0	45	11111182	45	여성 존칭	명사	渔妇	yúfù		(아내)
203						111112	46	인간<생물학적 특징>					
204	6508	2	0	0	47	1111121	47	인간<남녀>	명사	儿女	érnǚ	男女	남녀
205	16462	2	5	2	47	1111121	47	인간<남녀>	명사	两性人	liǎngxìngrén		중성
206	18829	1	0	0	47	1111121	47	인간<남녀>	명사	男女	nánnǚ	男女	남녀
207	31411	1	8	2	47	1111121	47	인간<남녀>	명사	异性	yìxìng		이성
208	31539	2	0	0	47	1111121	47	인간<남녀>	명사	阴阳人	yīnyángrén	男女	남녀
209	8	5	0	0	48	11111211	48	남자	명사	阿爹	ādiē		외할아버지
210	349	1	0	2	48	11111211	48	남자	명사	爸爸	bàba		아버지
211	2765	4	0	0	48	11111211	48	남자	명사	长活	chánghuó	作男	머슴
212	2820	2	1	0	48	11111211	48	남자	명사	长子	zhǎngzǐ		장남
213	4057	2	1	2	48	11111211	48	남자	명사	措大	cuòdà	書生,書生っぽ	서생
214	4614	4	0	0	48	11111211	48	남자	명사	单身汉	dānshēnhàn		홀아비
215	4725	1	1	1	48	11111211	48	남자	명사	蛋	dàn	奴(やつ),奴(やっこ),奴さん	놈
216	5790	2	0	1	48	11111211	48	남자	명사	爹爹	diēdie		할아버지
217	5949	1	1	2	48	11111211	48	남자	명사	东西	dōngxi		자식
218	6174	2	0	0	48	11111211	48	남자	명사	独生子	dúshēngzǐ		외아들
219	6180	2	0	0	48	11111211	48	남자	명사	独子	dúzǐ		외아들
220	7854	1	0	0	48	11111211	48	남자	명사	父亲	fùqin	父親,ファ－ザ－	부친
221	8370	1	0	0	48	11111211	48	남자	명사	哥	gē		오빠
222	8370	1	1	1	48	11111211	48	남자	명사	哥	gē		형
223	8370	1	1	2	48	11111211	48	남자	명사	哥	gē		형
224	8373	2	1	1	48	11111211	48	남자	명사	哥儿们	gērmen		(형)
225	8374	1	0	0	48	11111211	48	남자	명사	哥哥	gēge		오라버니
226	8374	1	0	0	48	11111211	48	남자	명사	哥哥	gēge		오빠
227	8374	1	1	2	48	11111211	48	남자	명사	哥哥	gēge		형
228	8374	1	1	1	48	11111211	48	남자	명사	哥哥	gēge		형
229	8946	2	1	0	48	11111211	48	남자	명사	姑老爷	gūlǎoyé	女壻,壻	사위
230	9064	4	1	1	48	11111211	48	남자	명사	骨头	gǔtou	奴(やつ),奴(やっこ),奴さん	놈
231	9145	4	0	0	48	11111211	48	남자	명사	雇农	gùnóng	作男	머슴
232	9413	4	0	0	48	11111211	48	남자	명사	光棍儿	guānggùnr		홀아비
233	9573	2	1	1	48	11111211	48	남자	명사	鬼子	guǐzi	奴(やつ),奴(やっこ),奴さん	놈
234	9648	5	0	0	48	11111211	48	남자	명사	国本	guóběn		황태자
235	10044	4	1	2	48	11111211	48	남자	명사	寒士	hánshì	書生,書生っぽ	서생
236	10150	3	1	0	48	11111211	48	남자	명사	汉子	hànzi	男,男子	남자
237	10150	3	0	0	48	11111211	48	남자	명사	汉子	hànzi	大丈夫,ますら男,益荒男	대장부
238	10150	3	0	1	48	11111211	48	남자	명사	汉子	hànzi		사나이
239	10232	2	1	0	48	11111211	48	남자	명사	好汉	hǎohàn	男,男子	남자
240	10232	2	0	0	48	11111211	48	남자	명사	好汉	hǎohàn	大丈夫,ますら男,益荒男	대장부
241	10804	4	0	0	48	11111211	48	남자	명사	红衣主教	hóngyīzhǔjiào		추기경
242	10875	2	0	0	48	11111211	48	남자	명사	后父	hòufù		의붓아버지
243	10915	3	0	1	48	11111211	48	남자	명사	后生	hòushēng		녀석
244	11842	3	1	1	48	11111211	48	남자	명사	混蛋	húndàn	奴(やつ),奴(やっこ),奴さん	놈
245	11842	3	0	2	48	11111211	48	남자	명사	混蛋	húndàn		상놈
246	11912	4	0	0	48	11111211	48	남자	명사	伙计	huǒji	作男	머슴
247	11912	4	1	2	48	11111211	48	남자	명사	伙计	huǒji		형
248	12023	4	1	2	48	11111211	48	남자	명사	货	huò		자식
249	12043	3	1	2	48	11111211	48	남자	명사	货色	huòsè		자식
250	12618	3	1	0	48	11111211	48	남자	명사	佳婿	jiāxù		(사위)
251	12645	2	0	1	48	11111211	48	남자	명사	家伙	jiāhuo		녀석
252	12645	2	1	1	48	11111211	48	남자	명사	家伙	jiāhuo	奴(やつ),奴(やっこ),奴さん	놈
253	12645	2	1	2	48	11111211	48	남자	명사	家伙	jiāhuo		자식
254	13003	3	0	1	48	11111211	48	남자	명사	贱民	jiànmín		상놈
255	13283	1	1	0	48	11111211	48	남자	명사	娇客	jiāokè	女壻,壻	사위
256	14295	4	0	0	48	11111211	48	남자	명사	舅	jiù		시아버지
257	14295	3	0	0	48	11111211	48	남자	명사	舅	jiù		처남
258	15419	5	0	1	48	11111211	48	남자	명사	阔少	kuòshào		(도련님)
259	15677	1	3	0	48	11111211	48	남자	명사	老伴	lǎobàn		노부
260	15677	1	1	2	48	11111211	48	남자	명사	老伴	lǎobàn		영감
261	15692	1	0	0	48	11111211	48	남자	명사	老大	lǎodà		큰아들
262	15692	1	0	0	48	11111211	48	남자	명사	老大	lǎodà		큰형
263	15700	1	0	0	48	11111211	48	남자	명사	老弟	lǎodì	弟	남동생
264	15705	3	0	0	48	11111211	48	남자	명사	老儿子	lǎoérzi		막내아들
265	15797	1	1	2	48	11111211	48	남자	명사	老头	lǎotóu		영감
266	15798	1	1	2	48	11111211	48	남자	명사	老头儿	lǎotóur		영감
267	15802	4	0	3	48	11111211	48	남자	명사	老翁	lǎowēng		할아버지
268	15818	1	0	0	48	11111211	48	남자	명사	老爷爷	lǎoyéye		증조부
269	15818	1	0	2	48	11111211	48	남자	명사	老爷爷	lǎoyéye		할아버지
270	15818	1	0	1	48	11111211	48	남자	명사	老爷爷	lǎoyéye		할아버지
271	15818	1	0	3	48	11111211	48	남자	명사	老爷爷	lǎoyéye		할아버지
272	15819	3	0	2	48	11111211	48	남자	명사	老爷子	lǎoyézi		어르신네
273	15833	3	3	0	48	11111211	48	남자	명사	老子	lǎozi		노부
274	15833	1	0	2	48	11111211	48	남자	명사	老子	lǎozi		아버지
275	16309	2	2	0	48	11111211	48	남자	명사	连襟	liánjīn		동서
276	16752	2	1	0	48	11111211	48	남자	명사	令郎	lìngláng		영식
277	17866	2	0	0	48	11111211	48	남자	명사	妹夫	mèifu		매부
278	18463	3	1	0	48	11111211	48	남자	명사	魔头	mótóu		박수
279	18818	3	1	0	48	11111211	48	남자	명사	男丁	nándīng	男,男子	남자
280	18819	1	1	2	48	11111211	48	남자	명사	男儿	nánér	男兒	남아
281	18819	1	0	0	48	11111211	48	남자	명사	男儿	nánér	大丈夫,ますら男,益荒男	대장부
282	18819	1	0	2	48	11111211	48	남자	명사	男儿	nánér		사나이
283	18819	1	0	1	48	11111211	48	남자	명사	男儿	nánér		사나이
284	18820	3	1	0	48	11111211	48	남자	명사	男方	nánfāng		(남자)
285	18823	1	0	0	48	11111211	48	남자	명사	男孩	nánhái		사내아이
286	18833	1	1	0	48	11111211	48	남자	명사	男人	nánrén	男,男子	남자
287	18833	1	1	1	48	11111211	48	남자	명사	男人	nánrén		남정
288	18837	4	1	0	48	11111211	48	남자	명사	男士	nánshì		(남자)
289	18838	2	0	0	48	11111211	48	남자	명사	男童	nántóng		사내아이
290	18839	1	3	1	48	11111211	48	남자	명사	男性	nánxìng	男性	남성
291	18844	1	1	0	48	11111211	48	남자	명사	男子	nánzǐ	男,男子	남자
292	18845	2	1	2	48	11111211	48	남자	명사	男子汉	nánzǐhàn	男兒	남아
293	18845	2	0	0	48	11111211	48	남자	명사	男子汉	nánzǐhàn	大丈夫,ますら男,益荒男	대장부
294	18845	2	0	2	48	11111211	48	남자	명사	男子汉	nánzǐhàn		사나이
295	18845	2	0	1	48	11111211	48	남자	명사	男子汉	nánzǐhàn		사나이
296	19021	1	1	0	48	11111211	48	남자	명사	能人	néngrén		재사
297	19278	3	0	2	48	11111211	48	남자	명사	牛仔	niúzǎi		카우보이
298	19421	2	1	0	48	11111211	48	남자	명사	女婿	nǚxù	女壻,壻	사위
299	19603	2	0	0	48	11111211	48	남자	명사	胖小子	pàngxiǎozi		(사내아이)
300	20195	2	0	0	48	11111211	48	남자	명사	妻舅	qījiù		처남
301	20519	3	0	0	48	11111211	48	남자	명사	前夫	qiánfū		전남편
302	22782	2	18	2	48	11111211	48	남자	명사	绅士	shēnshì		신사
303	22782	2	18	1	48	11111211	48	남자	명사	绅士	shēnshì		신사
304	22936	2	0	0	48	11111211	48	남자	명사	生父	shēngfù		친아버지
305	23087	1	0	0	48	11111211	48	남자	명사	圣诞老人	shèngdànlǎorén		산타클로스
306	23513	2	18	2	48	11111211	48	남자	명사	士绅	shìshēn		신사
307	23513	2	18	1	48	11111211	48	남자	명사	士绅	shìshēn		신사
308	23801	4	0	0	48	11111211	48	남자	명사	手下人	shǒuxiàrén	作男	머슴
309	25170	4	0	0	48	11111211	48	남자	명사	太公	tàigōng		증조부
310	25223	4	0	0	48	11111211	48	남자	명사	太爷	tàiyé		증조부
311	26216	3	10	2	48	11111211	48	남자	명사	童贞	tóngzhēn	童貞	동정
312	26218	1	0	0	48	11111211	48	남자	명사	童子	tóngzǐ		사내아이
313	26514	2	0	1	48	11111211	48	남자	명사	兔崽子	tùzǎizi		녀석
314	26868	3	0	1	48	11111211	48	남자	명사	玩艺	wányì		녀석
315	26868	3	1	1	48	11111211	48	남자	명사	玩艺	wányì	奴(やつ),奴(やっこ),奴さん	놈
316	26868	3	1	2	48	11111211	48	남자	명사	玩艺	wányì		자식
317	26965	2	0	0	48	11111211	48	남자	명사	王储	wángchǔ		왕세자
318	26965	2	0	0	48	11111211	48	남자	명사	王储	wángchǔ		황태자
319	26986	1	1	0	48	11111211	48	남자	명사	王子	wángzǐ		왕자
320	28780	2	0	2	48	11111211	48	남자	명사	小鬼	xiǎoguǐ		요놈
321	28781	2	0	2	48	11111211	48	남자	명사	小鬼头	xiǎoguǐtou		요놈
322	28795	1	0	0	48	11111211	48	남자	명사	小伙子	xiǎohuǒzi		총각
323	28799	3	0	1	48	11111211	48	남자	명사	小家伙	xiǎojiāhuo		녀석
324	28799	3	1	1	48	11111211	48	남자	명사	小家伙	xiǎojiāhuo	奴(やつ),奴(やっこ),奴さん	놈
325	28799	3	1	2	48	11111211	48	남자	명사	小家伙	xiǎojiāhuo		자식
326	28813	3	0	0	48	11111211	48	남자	명사	小舅	xiǎojiù		(처남)
327	28947	2	1	1	48	11111211	48	남자	명사	小子	xiǎozi	奴(やつ),奴(やっこ),奴さん	놈
328	28947	2	0	0	48	11111211	48	남자	명사	小子	xiǎozi		사내아이
329	28955	4	0	0	48	11111211	48	남자	명사	小崽子	xiǎozǎizi		잡놈
330	29163	2	1	1	48	11111211	48	남자	명사	新郎	xīnláng		신랑
331	29164	2	1	1	48	11111211	48	남자	명사	新郎官	xīnlángguān		신랑
332	29463	4	1	1	48	11111211	48	남자	명사	行货	hánghuò	奴(やつ),奴(やっこ),奴さん	놈
333	29556	2	1	1	48	11111211	48	남자	명사	兄长	xiōngzhǎng		형
334	30585	2	3	1	48	11111211	48	남자	명사	阳性	yángxìng	男性	남성
335	30808	3	1	0	48	11111211	48	남자	명사	爷们儿	yémenr		(남자)
